;JOB_ID;ISCO;JOB_SCORES;JOB_SCORES;GREEN_IDENTITY;GREEN_IDENTITY_MJ
40;13825811;"21420;21610";['Civil engineer or architect MW in the Western Switzerland000004B4 Organization Basler Insurance Switzerland Field Underwriting Locations SwitzerlandLausanne Employment relationship Self-employment Your challenge You provide the indispensable basis in our field of technical insurance', ' As a civil engineer or architect, they independently judge major risks with heavyweight large projects and large-scale plants and also develop attractive insurance solutions for our major customers', ' Your area of \u200b\u200bresponsibility also includes the maintenance of your own customer base and their contracts as well as the technical support and training of our sales organization in Western Switzerland', ' Thus, you can equally contribute to your consulting area and your technical expertise in the trial with customers and insurance brokers', ' In addition, they use their customer-oriented view and action to further develop our insurance products and actively involve their knowledge through the cooperation in the implementation projects', ' Your profile We are pleased to meet you as a personality for the precise structured work and enjoyment of dealing with people quite a matter of course', ' They can organize themselves very well and always have the satisfaction of our customers in their daily work', ' You can also feel that in personal contact with you', ' What they should bring in addition to completed civil engineer or architectural studies ETH or FH with multi-year work experience Project experience in the construction industry High and civil engineering Good analytical and conceptual skills French mother tongue and good knowledge of the German language Further languages \u200b\u200bof advantage insurance skills are beneficial but not necessarily bears your Team-oriented and communicative personality to the success of the technical insurance and are technical expertise and seller flair no contradiction for you then we look forward to your online advertising', ' If you would like to find out more Iminterview our blog gives Martin Messerli Underwriter technical insurance insight into this job and the Basel as an employer', ' Contact Personjacqueline Schneider Martitelefon Number058 285 91 12'];"tf.Tensor(
[[-0.01076147 -0.05707802  0.00390794 ...  0.06427327  0.02222993
   0.01557334]
 [-0.04327061  0.02908019  0.03019863 ... -0.01441769 -0.02169333
   0.00559832]
 [-0.03461634  0.04938542 -0.0246318  ...  0.06741378  0.01524987
  -0.04839359]
 ...
 [-0.00979515 -0.07373809 -0.05132813 ...  0.00341455 -0.05466361
  -0.06962083]
 [-0.0390315  -0.04823333 -0.00210208 ...  0.08084606 -0.00597947
   0.00272119]
 [ 0.03621905 -0.06161965 -0.00226983 ... -0.00973575 -0.05517801
  -0.07675941]], shape=(11, 512), dtype=float32)";0;TRUE
41;13808449;24210;['Tasks Ensuring the quality for suppliers and subcontractors Supplier development and control in the project phases Analysis and independent processing of quality defects due to Suppliers of LMB are executing supplier discussions Kickoff development project-related control plans Component qualification etc', ' Introduction and persecution immediate to permanent adjustment measures for complaints 8Deport with corresponding quality methods and avoiding repeat errors participating in supplier qualification with the help of strategic purchasing and performing the process audit supplier support of the serial steering for supplier-affected quality topics The released on suppliers are released series components component qualification Process acceptance on site etc', ' Qualification Completed studies FHTS of the disciplines Mechanical engineering or vehicle technology Multi-year-old Professional experience in Supplier management area or in a similar area very good German language skills in word and writing', ' French and English skills are an advantage of mastery of quality tools beneficial good msOffice skills knowledge of an ERPSystems team capacity leadership skills process orientation Structured operation Flexibility Willingness to travel Exercise Accuracy Our offer You can expect a secure workplace in a successful group of companies', ' In addition, we offer you social benefits of a modern company as well as a performance-related remuneration date by appointment'];"tf.Tensor(
[[ 0.06418212 -0.0331535   0.0162469  ...  0.05771361 -0.03971612
  -0.06009486]
 [-0.00912968 -0.06721456  0.04663851 ...  0.04969067 -0.04707922
  -0.0137469 ]
 [-0.01825278 -0.06152421 -0.01362005 ... -0.06257528 -0.01839121
  -0.05744093]
 [-0.06124748 -0.07817661  0.052457   ... -0.04464549 -0.01897141
  -0.04947425]
 [-0.03618675 -0.08010346 -0.0252388  ... -0.00272295  0.00279894
   0.01406649]], shape=(5, 512), dtype=float32)";0;TRUE
42;13808887;21420;['Your tasks', ' Planning and ensuring optimal substance attitude taking into account the life cycle costs and the technical standards with a focus on bridges specify technically and economically optimal repair resp', ' Renovation measures Examination and release from and construction projects on the entire route network in relation to the correct implementation of technical regulations and the qualitative requirements Responsibility of sb-aged technical standards for monitoring maintenance and repair of bridges Auxiliary bridges Perirondo and protective structures Care and further development of expertise in the field of engineering Focus of bridge construction as well as further education of project leaders and surveillance engineers in the competent field of their profile', ' Completed studies as civil engineer ETHFH with in-depth knowledge in bridge construction and carrying structures Multiannual practical experience in statics and project planning and project management in the constructive engineering building Purable personality with creativity Initiative and integration capability as well as assertiveness and negotiating skills high sense of responsibility with pronounced independent and independent way of working good German language and Italian knowledge of Advantage your advantages', ' To the benefits of SBB you will get to know us', ' More information about the company Sbbkontakt', ' Mr', ' Ch', ' Roggli Head of Engineering answers your questions under 41 79 515 61 27', ' Apply online with the reference number 23885'];"tf.Tensor(
[[-0.04881793 -0.06871372 -0.00661032 ... -0.00707777  0.01828353
  -0.02355712]
 [ 0.00777819 -0.08368864  0.00625711 ...  0.06707811  0.01696701
  -0.02106969]
 [ 0.02809861  0.05745705  0.02953191 ... -0.00249234 -0.0620608
  -0.01158226]
 ...
 [-0.01840366 -0.00344309 -0.02403565 ... -0.0633411   0.04487136
  -0.0011327 ]
 [ 0.03292771  0.04620796  0.05458532 ...  0.03762927 -0.0400127
  -0.02976729]
 [ 0.01652321  0.05101369 -0.04340603 ...  0.05049777  0.06328272
   0.02210711]], shape=(10, 512), dtype=float32)";0;
43;13808892;24210;"[""Safety Health Safety Environment Qsse 2300 La ChauxDefonds The PACI Group founded in 1921 and including more than 100 people in its societies Paci SA and IMMOROC SA's mission to build for future generations by guaranteeing its customers the realization Structures offering the features expected in respect of quality costs and agreed deadlines"", ' Quality Safety Safety Environment Qsse at 60 80 In order to strengthen our teams We are currently looking for a Quality Safety Health Environment Qsse at 60 80 In this role you have the mission to ensure the application and development of the management system', ' The quality of health and environmental safety in accordance with ISO 9001 14001 and 18001 for PACI Group companies', ' Your Key Tasks The following 1', ' Technical Assist Project Managers Work Drivers Supervisors and Team Leaders When setting risk analyzes and security concepts Train the personnel concerned on security rules and on The novelties by regular audits control the safety on the sites and the application of the measures adopted Identify the observed malfunctions and propose corrective measures ETOU preventive 2', ' Administrative prepare for recognition and monitoring audits ISO by updating the necessary documentation', ' Participate in the management sessions and report on the progress of the security Establish and maintain a dashboard on the safe aspects in Group 3', ' Project Management Propose Manage Etou Participate in QSSE Process Improvement Projects for The entire of the PACI group 4', ' Particularly penalty Peer service etc', ' In the event of an accident conduct an internal investigation clarify their causes and coordinate the implementation of corrective measures and prevention', ' 5', ' REPRESENTATION REFERENCE PERSON FOR THE ISO AUDIT COMPANY You are a person with a strong quality and safety orientation you have the sense of communication and love working as a team while being able to work autonomously', ' You demonstrate a methodical spirit and the initiative you will rejoice', ' You have basic training in construction or technical sector', ' You also have a CFST security officer diploma or equivalent or are ready to follow such training', ' You benefit from several years of experiences acquired in the qsse field preferably in a construction company', ' Outlook We offer a particularly attractive and varied field of activity of good commitment and personal development opportunities in a recognized business in its region', ' You feel you are concerned so do not hesitate to send us your application file preferably by email atrhpaci', ' CH with the delegated reference qsse on Jobup', ' Ch Applace with your mobile IMMOROC SA Rue du Commerce 83 2300 The ChauxDefonds Phone 032 925 96 00 Location2300 The ChauxDetstype Contract 100 See the portrait of the companyOther offers of the company Categories', ' Project Finance Accounting ControllingDirection Project Management MA']";"tf.Tensor(
[[-0.01925909 -0.04832482 -0.04211857 ...  0.01696421  0.03863958
  -0.03626354]
 [-0.02865154  0.03644478 -0.00276925 ...  0.05064833 -0.03735703
  -0.00114021]
 [ 0.04056085  0.01366841 -0.06595717 ...  0.0845262   0.03197962
  -0.01372942]
 ...
 [ 0.05486703  0.08837846 -0.00778636 ...  0.03934708  0.09432662
  -0.02650349]
 [-0.06979996 -0.00373619  0.00701289 ...  0.02440303 -0.03989541
  -0.03665192]
 [ 0.04762363 -0.0501369   0.04617175 ... -0.01108769 -0.05723126
   0.02670619]], shape=(21, 512), dtype=float32)";1;
44;14051677;"21420;44190";['Engineer Works Planner Our multidisciplinary structure has been in Geneva for 13 years', ' We intervene on behalf of general companies investors architects masters of public books we are led to lead and planning projects of all sizes in all areas in rehabilitation or nine', ' In this context, we are looking for a works engineerPlanning engineerPlanner 3040 years by integrating our structure you will be led to conduct autonomy operations or to be integrated into a division of agent on transactions of importance your missions analysis and understanding of written parts and plans PLANNING TCE Detailed TCE Establishment of Advanced Advancement Management Documents and Analysis of Denfunctions Animation of construction sessions and agents Reporting Your profile You justify a minimum experience of 810 years in general enterprise or support office Work control You hold a degree from a technical school or engineer EPF HES BTS etc', ' You master MS Project and know ArchiCAD or equivalent beyond the usual computer tools', ' The knowledge and practice of BIM is a plus', ' You like teamwork and have recognized organizational capabilities your character allows you to assert yourself in decision-making', ' You are a pragmatic man with common sense We offer you a position on responsibility A human-sized work environment An indefinite contract with compensation in relation to the profile and experience We thank you for sending your Offer Letter of motivation and CV in Pascale Brand p', ' Brandgbi SA', ' ch'];"tf.Tensor(
[[ 0.02466399 -0.01973784  0.04314285 ...  0.02003621  0.02043715
  -0.02437378]
 [-0.00784589 -0.0034099   0.08091297 ...  0.02977462  0.05292614
   0.06562888]
 [ 0.03286416 -0.07149414  0.04298465 ... -0.00039622 -0.032454
   0.00678698]
 ...
 [ 0.02302072 -0.08462185 -0.00639058 ...  0.03040502 -0.04574059
  -0.03382453]
 [ 0.02610421  0.0374924  -0.04004097 ... -0.02445173  0.05960601
  -0.07186729]
 [-0.01840366 -0.00344309 -0.02403565 ... -0.0633411   0.04487136
  -0.0011327 ]], shape=(9, 512), dtype=float32)";0;
45;13818008;21620;"[""The city of Meyrin has 22,400 inhabitants and offers 25'000 jobs"", ' It combines economic dynamism and quality of living spaces in the perspective of sustainable development', ' Its administration has 530 employees working in more than fifteen very diverse fields', ' In order to strengthen the environmental service to work in the Vergers district the municipality is looking for landscape assistance at 100 cdd until 31 December 2017 your mission participate in the maintenance and development of public green spaces ensure the Salting and snow removal of the roads and sidewalks on call according to the weather conditions perform any other task inherent in the function according to the needs of the service', ' Your profile holds driving license for automobiles Know how to work autonomously or as a team Some years of experience in the field Ability to work outdoors Whatever weather conditions benefit from a good physical condition pronounced for service to the public and a sensitivity marked in the field of environmental protection Availability according to the constraints of attendance related to the tasks of the service including weekends and holidays', ' Entry in office 1 March 2017 or to agree', ' Interested in this post we are waiting for your complete file by email at Rhahatmeyrin', ' Ch or by post in the city of Meyrin for the attention of Human Resources Case Postal 367 1217 Meyrin 1 by Tuesday, February 7, 2017', ' We favor the electronic records to respect the environment and in order to ensure effective treatment of applications', ' Unless expressly requested files received in paper and electronic format will be destroyed', '']";"tf.Tensor(
[[-0.04213955 -0.07810027 -0.00392517 ... -0.06448171  0.08748823
   0.01614558]
 [ 0.03212528 -0.00964906 -0.04171922 ...  0.03029463  0.01561643
   0.0215868 ]
 [-0.05841465  0.06019052  0.06867765 ... -0.03684801 -0.04158084
   0.02392805]
 ...
 [-0.05637756 -0.00137091  0.06584293 ...  0.00444282 -0.03480376
  -0.025957  ]
 [-0.05674161 -0.01678164  0.07323845 ... -0.04073677 -0.03243127
   0.00917856]
 [-0.03565681 -0.03319571  0.07047429 ... -0.0636081  -0.02079297
  -0.02250966]], shape=(11, 512), dtype=float32)";1;FALSE
46;13823543;21640;['Engineer in Transport Switzerland Romande Bern on January 31, 2017 The Büro Für Mobilität AG offers full benefits for sustainable and diversified mobiliation whether in the management of mobility transport planning or the training', ' In order to complete our team of 13 collaborators we are looking for an entry as soon as possible a transport engineer 6080', ' For our constituents you work at the interface between users-oriented mobility solutions and technical planning', ' ', ' You plan with our team interdiscical to local and regional concepts', ' You are doing well independently of projects in the area of \u200b\u200bmobility management for our private and public customers', ' You have an engineering degree from a polytechnic school or equivalent with a specialization in transport planning', ' Your rigorous analysis capacity and your synthesis spirit allow you to address complex phenomena', ' The behavioral dimension and the multiple facets of mobility interest you', ' In addition you are comfortable in using computing tools or even control the GIS tools', ' Your mother tongue is French with very good linguistic skills at least by oral in German', ' We offer exciting missions of development opportunities an attractive workplace near Berne station a wonderful team and flexible hours of work', ' For more information Virginie Kauffmann 078 703 52 53 is at your disposal', ' Thank you for sending your application for Virginia', ' KauffmannbfMag', ' Ch', ' 1 1 1'];"tf.Tensor(
[[ 0.00820906 -0.06344227  0.02635405 ...  0.07696993  0.04251672
  -0.06405746]
 [-0.02521246 -0.02343409  0.00050615 ...  0.02178218 -0.0211443
  -0.0393952 ]
 [ 0.02136413  0.02392122  0.04232552 ...  0.08301499  0.01578521
   0.03671085]
 ...
 [ 0.01676481  0.03057572  0.03872002 ... -0.01625274  0.08234733
  -0.05297619]
 [-0.01840366 -0.00344309 -0.02403565 ... -0.0633411   0.04487136
  -0.0011327 ]
 [ 0.03533934 -0.05709888 -0.01127541 ... -0.09015662  0.03005498
  -0.00137144]], shape=(17, 512), dtype=float32)";0;TRUE
47;13792351;24210;"['26', ' 01', "" 2017IMA MEDTECH SWITZERLAND SA100 IMA GROUP is one of the world's largest assembling machinery providers and has more than 5,000 employees around the world"", ' IMA MEDTECH SWITZERLAND SA joined the Group in April 2016', "" We design and build soles IMA Group is one of the world's largest assembling machinery providers and has more than 5,000 employees worldwide"", ' IMA MEDTECH SWITZERLAND SA joined the group in April 2016', ' We design and build turnkey assembly solutions for the medical device market', ' From the filing and production automation design we are developing our projects based on risk management methods and certified testing', ' From the prototype concept passing through low volume lines to multi-high production lines lines We have the tools and experience to enable the leaders of the present and future markets to achieve their production goals', "" Engineer Validation QualityMa Group is one of the world's largest providers of assembly of assembly machines and has more than 5,000 employees worldwide"", ' IMA MEDTECH SWITZERLAND SA joined the group in April 2016', ' We design and build turnkey assembly solutions for the medical device market', ' From the filing and production automation design we are developing our projects based on risk management methods and certified testing', ' From the prototype concept passing through laquo low volume raquo lines to laquo multi high production lines raquo we have the tools and experience to allow the leaders of the present and future markets to achieve their production objectives', "" Quality Validation Engineer Your mission define machines' validation strategies for medical and pharmaceutical industries in accordance with the requirements of the clients and procedures described"", ' You are the guarantor of the level of detail and the coherence of design specifications', ' You animate the risk analysis machines and safety you write the protocols and final machine qualification reports', ' You organize and run the installation and operational qualification tests', ' You are responsible for the organization and advancement of validation activities you communicate on the internal and our customers indicators', ' You help the definition and improvement of the validation process and defend our validation strategy to customers', ' You participate in the training of employees on this strategy and the means put in Oeligrative on this strategy', ' Your profile You hold an engineering degree in ElectrotechniqueMecaniqueou industrial computer', ' You have an experience of 1 to 5 years at an engineering engineer position validation engineer or process', ' With a strong spirit of analysis and synthesis you are rigorous and organized', ' Your excellent sense of relational allows you to work in transverse with various interlocutors colleagues Suppliers Customers Hellip', ' Knowledge of quality standards for example CGMP Current Good Manufacturing Practices and Gamp Good Automated Manufacturing Practices would be a plus', ' You are comfortable in a multicultural and multidisciplinary environment', ' You master the French English languages \u200b\u200bspoken and writes the German would be a plus', ' We offer a state-of-the-art technology environment in search of permanent excellence Laquo Think Medical Raquo', ' A position that offers excellent visibility on all Komax Medtech industrial trades', ' A highly specialized voluntary work team to find creative and proactive solutions for our customers', ' An opportunity for collaboration with the largest groups in the medical industry', ' Opportunities for the ongoing development of geographic mobility and social benefits of a large company', ' Your file is welcome and will be treated as soon as possible', ' Address to Mail Servicerh', ' LCFIMA', ' IT Address of Quartz 12,2300 La ChauxDefondsWebSiteHttpwww', ' imaindustries', ' com']";"tf.Tensor(
[[-0.02714499 -0.06764642  0.05814726 ... -0.04294483  0.03255557
   0.0197546 ]
 [-0.0215032  -0.07116179  0.00147765 ... -0.04467355 -0.04419304
   0.0063316 ]
 [-0.05435091  0.02415409 -0.03839896 ... -0.00519323 -0.0390501
  -0.09002385]
 ...
 [ 0.03516021  0.02317138 -0.01615577 ... -0.03513771  0.01612046
  -0.04227572]
 [-0.00062362 -0.0317527   0.06343238 ... -0.05876634  0.04831877
  -0.05792875]
 [-0.08124688  0.05058162  0.0176641  ... -0.04548421  0.03270279
  -0.05952173]], shape=(39, 512), dtype=float32)";0;
48;13820206;21420;['Your tasks', ' Planning and ensuring optimal substance maintenance, taking into account the life cycle considerations and the technical standards with a focus on tunnels and support structures, set technically and economically optimal repair resp', ' Renovation measures Testing and release from and construction projects on the entire route network in relation to the correct implementation of technical regulations and the qualitative requirements Responsibility of sbb aging technical standards for monitoring maintenance and repair of tunnels and support structures Care and further development of expertise in the field of engineering construction with a focus on tunneling and civil engineering and continuing education of project leaders and surveillance engineers in the competent field of their profile', ' Completed studies as civil engineer ETHFH with in-depth knowledge in tunnel construction and civil engineering Multiannual practical experience in project planning and project management in tunnel construction and civil engineering Personality with creativity Initiative and integration skills as well as assertiveness and negotiating skills High responsibility with pronounced independent and self-responsible work Good knowledge of German and Italian skills of advantage Your advantages', ' To the benefits of SBB you will get to know us', ' More information about the company Sbbkontakt', ' Mr', ' Ch', ' Roggli Head of Engineering answers your questions at 41 79 515 61 27', ' Apply online with the reference number 25545'];"tf.Tensor(
[[-0.04881793 -0.06871372 -0.00661032 ... -0.00707777  0.01828353
  -0.02355712]
 [-0.02777235 -0.07619077  0.04460203 ...  0.04884642 -0.00394221
  -0.04682806]
 [-0.02177629  0.0591572   0.04530406 ...  0.00112776 -0.06193137
   0.00126967]
 ...
 [-0.01840366 -0.00344309 -0.02403565 ... -0.0633411   0.04487136
  -0.0011327 ]
 [ 0.04967861  0.01759614  0.05696572 ...  0.04115468 -0.03774905
  -0.03693256]
 [ 0.00037704  0.0496504  -0.03462769 ...  0.05873822  0.0706135
   0.01176958]], shape=(10, 512), dtype=float32)";0;
49;13915197;24210;"['Concrete Many is gray and hard', "" That's true he stands for stable and secure buildings"", ' Concrete can also be colored and filigree an inspiration for creative design', ' It enables sustainable ecological solutions', ' Concrete is diverse', ' Just as we CREABETON MATÉRAUAUX a company of Vigier Holding AG is a leader in Switzerland', ' Leader as a producer and provider of concrete goods', ' More than 400 employees sit at locations in Lyss some Münschemier Grangesprèsmarnand and Dudingen with passion for innovative solutions', ' Do you want to build with us at the future at our headquarters in Lyss we are looking for immediate or by appointment an instant quality management MW process quality Process optimization auditing ISO 900114001 In this field, you want to bring your strengths result-oriented then you are the right personality for our exciting and challenging Task', ' As Head of Quality Management, you will report to the company manager', ' They carry the responsibility for the areas process optimization certification and leadership manual', ' They develop and set up our company optimally in compliance with legal requirements and expanded in the focus of customer needs and with the aim of the economic success', ' They hold a central turntable function for the entire company', ' Your profile You are a professional profession and experienced specialists in the field of quality and process optimization', ' They have been working in a comparable function', ' Advantage in the construction industry or building material industry including production and sales', ' They appreciate it under clear targets to work independently to work thinking and methodical and have a high degree of creativity in conceptual practice-oriented work', ' They have experience in dealing with changing management processes and feel like a challenge perceive', ' They communicate turned up and are an empathic motivator', ' Through her honest open and loyal handling and her good knowledge of the French language you can find yourself in different cultures', ' Successed use of MSOffice applications is a matter of course for you you have experience in the use of SAP', ' We offer you awaits you this extremely responsible developing and colorful activity in a motivated team', ' Look forward to an exciting job with large room for room for modern and successful enterprise', ' Advanced employment conditions are a matter of course for us', ' Additional information on the company and the tasks can be found by Mrs Celine Constantin HR Beratorin Tel', ' 032 387 10 32', ' Let yourself be inspired for this new challenge in connection with high-quality concrete products', ' We look forward to your complete application documents at CREABETON MATÉRAUX AG Céline Constantin Personal Busswilstrasse 44 Mailbox 432 3250 Lyss Tel', ' 41 032 387 10 32 Fax 41 032 384 22 32 Jobsvigier', ' CH other vacancies at www', ' Vigier', ' ch']";"tf.Tensor(
[[-0.08499087  0.03394238  0.02220146 ...  0.03635635 -0.01723055
  -0.03652665]
 [ 0.05706474 -0.07677272 -0.03270822 ...  0.03817074  0.01234325
   0.01990036]
 [-0.01425045  0.06806804  0.04037249 ...  0.00170929  0.03439916
  -0.02566484]
 ...
 [-0.03551969 -0.00770739 -0.07042362 ... -0.00802659  0.03262385
  -0.01002982]
 [-0.00377347 -0.01057477  0.01531813 ... -0.02371442  0.03045729
  -0.05578522]
 [-0.01840366 -0.00344309 -0.02403565 ... -0.0633411   0.04487136
  -0.0011327 ]], shape=(32, 512), dtype=float32)";0;
50;13905590;24210;['GF MACHINING SOLUTIONS MADAME CHRISTINE SAUVAIN 8 PRE DE LA FONTAINE 1217 Meyrin Phone 41 22 783 39 11 Email Christine', 'Sauvaingeorgfischer', 'com HTTPWW', 'GFMS', 'COMLIEU1217 MeyrinType of Contract Permanent 100 Other offers of the company Categories of Jobs Industry Production TechniqueControl Quality Process'];"tf.Tensor(
[[-1.0866315e-05  5.7422973e-02 -2.3938404e-02 ...  1.0916567e-02
  -4.5434613e-02 -1.4051347e-02]
 [-1.8041601e-02 -4.8439195e-03  5.4829545e-02 ... -7.3191389e-02
   5.1500931e-02 -6.9082789e-02]
 [-7.1550705e-02  4.3296549e-02  1.6413144e-03 ... -2.1812940e-02
   1.3514860e-02 -7.1827270e-02]
 [-7.5936723e-03 -2.4293998e-02  7.8984514e-02 ... -6.4686485e-02
   6.3707136e-02 -2.3928341e-03]
 [-7.8536179e-03 -4.4863869e-02 -1.4050910e-02 ...  4.5359839e-02
   1.6339652e-02 -4.3850876e-03]], shape=(5, 512), dtype=float32)";0;TRUE
51;13405987;24210;"['Schedule Fulltime  Job ID REQ20000224   Brief Description  Responsible for implementation and maintenance of the Quality Assurance Program throughout the UBC and assisting with the implementation and maintenance of the UBC Quality Management System within UBC Pharma Services', '  Specific Job Duties    Design and implement and manage an internal audit system of clinical and Pharmacovigilance processes   Review existing SOPsproject specific plans and audit processes to ensure that staff are compliant with process   Createdevelop and present training to staff on applicable regulatory requirements   Document audit findingsobservationsrecommendations in an audit report   Track audit responses from teams   Review audit findingsobservationsrecommendations and identify process improvement initiatives   Manage andor conduct audits of internal processesdocumentation to assess compliance with applicable regulations as well as UBC SOPs and contractual requirements   Manage andor conduct process audits in all functional areas   Attend project team meetings as necessary', ' Work with Director of Finance and General Manager or Director Regulatory Compliance and Process Implementation to forecast and track resourcing needs on a departmental level versus the annual corporate approved group budget   Managecoordinate the process of onsite Sponsor and Regulatory Audits  ensure regulatory inspection readiness   Requirements    Proven experience in Quality Assurance within a CRO or Pharmaceutical company   Knowledge of ICH GCP Guidelines EU and FDA Regulations as well as Guidelines on Good Pharmacovigilance Practice GVP OR Good Clinical Practice GCP   Good written and verbal communication skills   Strong client auditing experience   Advanced training in clinical Quality Assurance   LICD1UBC   ABOUT UBC Europe  United BioSource Corporation UBC is the leading provider of integrated development and commercial support solutions that deliver evidence of safe use while optimizing access to mediation and care', '   UBC leverages our specialty pharmacy therapy expertise and contracts for specialty pharmacy and specialty distribution services', ""   UBC's services include reimbursement patient assistance and alternate funding programs channel optimization through specialty pharmacy specialty distribution and 3PL services Customized clinical adherence and commercialization strategies powered by Express Scripts data"", '']";"tf.Tensor(
[[-0.00224296 -0.04347898  0.07697812 ...  0.06653807 -0.03420504
   0.04793929]
 [-0.04846388 -0.02857484  0.05154255 ...  0.04542856 -0.05526623
   0.00915166]
 [-0.01049772  0.01750976  0.06526595 ...  0.06236006 -0.02158279
   0.005033  ]
 [-0.07029276 -0.03775282  0.01177404 ...  0.00102437  0.0313949
   0.04408552]
 [-0.05683867 -0.02722212  0.04613024 ...  0.03934656  0.02879673
  -0.05783755]
 [-0.03565681 -0.03319571  0.07047429 ... -0.0636081  -0.02079297
  -0.02250966]], shape=(6, 512), dtype=float32)";0;
52;13033509;31120;['Task area You conduct projects in the water and river construction and support the branch manager in the acquisition and customer contact', ' Furthermore, they assume an active role in the further expansion of the area of \u200b\u200bhydraulic engineering in Biel', ' Requirements You have a completed studies in civil engineering etheppfh environmental science or equivalent university education and recessed in the direction of hydraulic engineering or has already gained appropriate experience in professional life', ' They like to solve targeted and creative challenging tasks and maintain a collegial use of employees', ' Administration in the written and verbal expression is obvious for you', ' You can communicate very well in German or French and each have knowledge of the other language', ' Offer We offer a variety of and responsible tasks in a young motivated team', ' Modern work equipment contemporary employment conditions as well as interesting continuing education and development options are included', ' Through the close cooperation with our locations in Bern Spiez and Brig, we offer company internally a high-competent network with engineers experts and consultants in virtually all bautical disciplines so that they can also master the demanding tasks for the satisfaction of all involved', ' Dr', ' Guido Lauber Member of the Executive Board gives you more information at the telephone number 41 5551 66 61 or by email Guido', ' Lauberemchberger', ' Ch', ' Please send your application by mail to Michael', ' Havelkaemchberger', ' ch'];"tf.Tensor(
[[ 0.06780097  0.04834949  0.05077505 ...  0.00248585 -0.06494527
   0.05029078]
 [ 0.0564191   0.08133604 -0.02546971 ... -0.00125814  0.04892916
  -0.00691661]
 [ 0.06516436 -0.06786373 -0.05576472 ...  0.00910522  0.01147306
  -0.01895535]
 ...
 [-0.02120666  0.01805515  0.01191243 ...  0.06921778  0.01243493
  -0.00920119]
 [ 0.0241127  -0.04540943  0.06841134 ... -0.06925338  0.00425837
  -0.03196823]
 [-0.01840366 -0.00344309 -0.02403565 ... -0.0633411   0.04487136
  -0.0011327 ]], shape=(16, 512), dtype=float32)";1;TRUE
53;13995672;"31120;21420;21610";['In order to guarantee the safety of people and property in the Vaud territory the ECA works for prevention relief and insurance in the fields of fire and natural elements', ' Within our prevention division for our revice advice and authorizations we wish to engage as soon as possible an architect or civil engineer to become a cantonal expert in fire prevention at 100 your mission you are responsible for promoting fire prevention in the constructions in analyzing and validating the solutions of builder and operator designers', ' You make sure to the homogeneous application of fire protection requirements in a public service of service by aiming for efficiency and with respect for proportionality', ' You set the requirements and represent the ECA in the relationship with the architects the planners the specialized offices academic and partners in this field', ' Your Higher Training Profile in Architecture Professional Experience in connection with the design and construction of buildings of all types that allowed Knowledge of SIA standards and construction planning phases Fire protection Experience Certification would be an asset meaning of orientation Customer and partnership faculty to convince ease in oral and written expression Our institution ECA offers its employees attractive working conditions as well as competitive social benefits', ' It actively promotes continuing education internal mobility and pay equality', ' We invite you to apply online by joining the usual documents by March 17, 2017', ''];"tf.Tensor(
[[ 0.02666297  0.01589321  0.04716193 ...  0.00236746  0.05510999
   0.0491313 ]
 [ 0.05692187 -0.01443418  0.05859117 ...  0.05062836 -0.02610028
  -0.02840647]
 [ 0.01909996 -0.00010309 -0.00170547 ...  0.03421459 -0.03483615
   0.02266293]
 ...
 [-0.01643453 -0.04796572  0.02661098 ...  0.01058948  0.01147179
   0.0062013 ]
 [-0.08113953 -0.03539636  0.06350908 ...  0.08827964  0.00911322
   0.04908915]
 [-0.03565681 -0.03319571  0.07047429 ... -0.0636081  -0.02079297
  -0.02250966]], shape=(8, 512), dtype=float32)";1;TRUE
54;13995102;21620;"['On July 1, 2017, we are looking for a landscape gardener Efzauch Educators we expect a closed training as a landscape gardener EFZ', 'You have a well-maintained handling of demanding customers work independently and can take responsibility', ""They are mobile and have a driver's card Cat"", ' B', ' awaits you a regional garden and high civil engineering team', 'We are a modern equipped operation offer the opportunity to further education as well as contemporary employment conditions', 'Please send your application to BauTeam Zürcher Patrick Zürcher on the Rain 1 3272 Walperswil For questions you can reach us at Tel', ' 032 505 23 00 or InfoBueuteamercher', 'ch']";"tf.Tensor(
[[-0.04604422 -0.03966913  0.0055218  ...  0.02988964 -0.03282575
   0.00108367]
 [-0.0371335  -0.04715706  0.05502428 ...  0.02010391 -0.0185559
  -0.0155175 ]
 [-0.03098332  0.01605533  0.04543805 ...  0.01079239 -0.01213501
  -0.01473575]
 ...
 [-0.02435592  0.02564708  0.01387881 ...  0.03238769 -0.02930791
  -0.04018387]
 [ 0.03453099 -0.08869585  0.05481572 ... -0.03471685 -0.0015503
  -0.00641054]
 [-0.01840366 -0.00344309 -0.02403565 ... -0.0633411   0.04487136
  -0.0011327 ]], shape=(9, 512), dtype=float32)";0;FALSE
